question,answer,brand,url
Do I have to pay an excess if my car’s a write-off?,"If your car is deemed a write-off, then you will still have to pay an excess, unless your insurer determines that you were clearly not at fault.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Can I insure a car that has been written-off previously?,"If a car has been classed as a ‘repairable write-off’ you must declare it when you apply for insurance and some insurance companies may offer you cover. The classification of a ‘repairable write-off’ varies between states, so you may want to check before you buy such a car. You will need to provide detailed reports of the damage and repairs that have been carried out, plus the insurer may request an independent assessment of the vehicle.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Can I get car insurance if I have had a suspended licence?,"Your licence and driving history are generally part of an insurer’s questions set to determine if they will provide you with cover. If you have previously had a licence suspension, your insurer will determine whether or not you’re insurable. Your premiums may be higher as a result of your suspension. If your licence is currently suspended, some insurers may insure your car, but you will not be covered to drive it until your licence is reinstated. Some insurers may also ask if another driver with a valid licence can be listed on the policy as the main driver. Ensure you read through the Product Disclosure Statement (PDS) and discuss with your chosen insurer to understand how your driving history may impact your policy.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Are older cars more expensive to insure?,"It depends on the make and model of the car and exactly how old it is, because insurance premiums are assessed according to risk (among other factors). While older cars could be less valuable than newer ones, they may also be less safe than their modern counterparts or repairs may be more expensive because spare parts are harder to find.",iselect,https://www.iselect.com.au/car-insurance/faqs/
What happens if I let my car insurance lapse?,"If you let your car insurance lapse and you continue to drive, it’s important to remember your vehicle won’t be insured. If you cause any damage to your own or other people’s vehicles or property, you’ll be paying the bill out of your own pocket.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Does car insurance cover me if I drive for a ride-sharing service like Uber?,"Ride-sharing services such as Uber may offer personal injury support as the result of an accident while you use your vehicle for ride-sharing, but if you want to protect your vehicle against any damages, you may want to consider keeping your own comprehensive car insurance policy in place. Check with your state or territory’s road authority to better understand the requirements of using your vehicle for a ride-sharing service.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How can I find out about my car insurance claims history?,"Your current car insurer should have details about any previous claims that you have made, including the date and type of claim as well as the payout and details of the incidents. You can get these details by contacting your insurer or by logging into your account on your insurer’s website.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Can I get car insurance for multiple cars under one policy?,"Yes, some insurers will cover multiple cars under one policy, and you may also be able to take advantage of a multi-policy discount.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How can I see and change my car insurance policy details?,"Most insurers will let you change your personal and payment details online, along with other things like excesses and optional extras on your policy. Some other details may require a phone call.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How do I change my contact details?,"Typically, this can be done online or via a phone call. If you move to a higher or lower risk area, you may find your premium changing accordingly.",iselect,https://www.iselect.com.au/car-insurance/faqs/
I’m selling my car – what do I need to do?,"If you are not replacing your car, then you may need to cancel your policy from the date of sale. If you are replacing it, then you may want to consider contacting your insurer to change your policy accordingly before you drive your new car away. Be aware that a different car will represent a different risk and as a result, this could affect your premium.",iselect,https://www.iselect.com.au/car-insurance/faqs/
I’m moving house – do I need to let my insurer know?,"Your address is an important part of the equation when your insurer is assessing the premium of your policy. If you don’t keep your details up to date, your insurance might not be valid when you need it.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Can I transfer car insurance to another car?,"Yes, but you must advise your insurer and be prepared for a change of premium if the car is in a higher or a lower risk category.",iselect,https://www.iselect.com.au/car-insurance/faqs/
What is the process of renewing a policy?,"When your policy is due to run out, you will receive a renewal notice from your insurer advising you of the premium and when it is due. Some insurers may automatically renew your policy unless you tell them otherwise.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How do I add a learner driver to my car insurance policy?,"A learner driver should be specified on your policy, which can be generally done online or via a phone call. They may attract an increased premium or a young/inexperienced driver excess.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Can accessories and modifications be covered?,You must provide full details of any modifications and accessories to your insurer. They will then assess whether they are prepared to insure you. You may want to check for insurance options before buying a modified car.,iselect,https://www.iselect.com.au/car-insurance/faqs/
Am I covered to drive off-road or on the beach?,"You should check with your insurer about specific usage, but as long as you are driving on a designated off-road track for personal or recreational purposes in a car made for off-roading, you may be covered under a comprehensive policy with the option to pay an excess for off-roading. You may want to consider checking with your insurer to see if you’re covered for specific instances of off-road driving.",iselect,https://www.iselect.com.au/car-insurance/faqs/
What qualifies as a classic car?,"Generally, insurers rate classic cars on age, condition, and usage. Getting your car insured as a classic varies, so it’s important to tell your insurer the full story.",iselect,https://www.iselect.com.au/car-insurance/faqs/
What should I do if I have a car accident?,"If anyone is injured and requires immediate medical attention, call 000 for an ambulance and police services. Take the other driver’s name, address, car registration number and insurance details (if possible). Take details of any witnesses to the accident. Take pictures which explain the scene of the accident. Contact your own insurer to report the incident as soon as you can and if appropriate, make a claim.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How do I make a car insurance claim?,"Making a car insurance claim is fairly straightforward these days, especially if you do it correctly. These things can help: Take pictures of the scene of the accident, road markings, signs etc. Contact your insurer as soon as possible with full details of the incident. Your insurer should arrange to have the damage assessed and decide whether it is to be written off or repaired.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How long do claims take to process?,"Once your insurer has all the details they need to process your claim, it generally can take up to 10 business days to be fully processed.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How do providers assess car insurance claims?,"Insurers consider all the information that is given to them by all parties involved. They take all this information and either accept or reject your claim based on the evidence provided to them. Under the General Insurance Code of Practice, insurers must advise you whether or not your claim is accepted or denied within 10 business days.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How does my insurer handle damages caused by a hit-and-run accident?,"Yes, if you have comprehensive cover, your insurer may be able to cover costs to repair any damage to your vehicle, but if you can’t provide details of the hit-and-run driver, then your insurer may treat it as an at fault claim. If you’re able to track down the other driver, you may be able to recover the costs of any repairs from them. If they’re uninsured, you can still lodge a claim with your insurer and they may be able to provide you with cover up to a certain amount.",iselect,https://www.iselect.com.au/car-insurance/faqs/
How do I cancel my car insurance?,"These days, it’s a pretty straightforward process. Many insurers allow you to cancel your car insurance online, or by phone. But before you cancel, consider having another policy ready to go if you’re still going to be driving your car!",iselect,https://www.iselect.com.au/car-insurance/faqs/
Do I have to pay any fees when cancelling my car insurance?,"As long as you’re up to date with your premium payments, you may not need to pay any cancellation fee. It’s best to read your policy’s Product Disclosure Statement first though, just to be sure.",iselect,https://www.iselect.com.au/car-insurance/faqs/
Am I eligible for any refunds when cancelling my car insurance?,"Yes, sometimes. If you cancel your policy within the cooling off period, or within 21 days of your policy renewal, then you may be entitled to a refund, as long as you haven’t made any claims in this period. If you’ve paid for your car insurance premium in advance (such as an annual payment), and you choose to cancel your policy within the timeframe that’s already been paid for, your insurer may reimburse you for any payments you made ahead of the policy’s cancellation date. If you don’t follow these guidelines, your insurer may issue you with a cancellation fee.",iselect,https://www.iselect.com.au/car-insurance/faqs/
What is car insurance?,"Car insurance is a contract between you and your insurance company that provides financial protection against potential losses related to owning a vehicle. It is designed to help cover costs resulting from accidents, theft or damage to the insured vehicle, as well as liability for damage caused to other people's property. When you buy car insurance, you pay regular premiums to the insurance company. In return, the company agrees to compensate you for losses as outlined in the policy. The specific coverage and terms of the policy can vary depending on the insurance provider and the type of coverage you choose.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
What does car insurance cover?,"Car insurance is an umbrella term that incorporates three main types of cover, each of which offers a different type of protection: Comprehensive – Generally covers repairs or replacement of your own car, as well as repairing the damage caused to another person’s car or property if you have an accident where you’re at fault Also typically covers you for a wide range of damage caused by insured events like accidents, theft, fire (including bushfire), storms (including cyclones) and hail. Get a quote for Comprehensive Car insurance through ANZ Third Party Property Damage – Generally covers you for loss or damage to another person's car or property if you have an accident where you're at fault. Get a quote for Third Party Property Damage car insurance through ANZ Third Party Fire and Theft – Generally covers you for loss or damage to another person's car or property if you have an accident where you're at fault. Cover typically includes loss or damage to your vehicle as a result of fire or theft. Get a quote for Third Party Fire and Theft Insurance through ANZ",anz,https://www.anz.com.au/personal/insurance/car-insurance/
How much is car insurance?,"The cost of car insurance depends on a range of factors, including: your age and driving history, including any previous accidents and claims where you live and how your car is parked overnight the type of car you own the type of car insurance policy you choose (e.g. comprehensive or third party) how much your car is insured for (e.g. new-for-old replacement, 'market value' or 'agreed value') whether your car is mainly for personal or business use the amount of excess you agree to pay if you make a claim. A good way to find out the cost of car insurance is to get a quote that's tailored to your circumstances. A quote will outline your 'premium' – which is the total amount you will need to pay for one year of cover, including government taxes such as GST and any other duties or charges that apply. Get a quote for car insurance through ANZ",anz,https://www.anz.com.au/personal/insurance/car-insurance/
What is comprehensive car insurance?,"Comprehensive car insurance is generally the highest level of car insurance available. It can help cover the cost of repairs or replacement of your own car, and cover the cost of repairing the damage caused to another person's car or property if you have an accident. Comprehensive car insurance can also cover you for a wide range of damage caused by insured events like theft, fire (including bushfire), storms (including cyclones) and hail.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
What is third party car insurance?,"Third party car insurance generally provides cover for damage caused to someone else's vehicle or property, if you are liable for it. The two main types of third party car insurance are: Third Party Fire and Theft – Generally covers you for loss or damage to another person's car or property if you have an accident where you're at fault. Cover also typically includes loss or damage to your vehicle as a result of fire or theft. Get a quote for Third Party Fire and Theft insurance through ANZ. Third Party Property Damage – Generally covers you for loss or damage to another person's car or property if you have an accident where you're at fault. Get a quote for Third Party Property Damage insurance through ANZ.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
What is car insurance excess?,"Car insurance excess is your contribution towards the cost of a car insurance claim. The amount you contribute depends on the excess you nominated for your policy, which is shown on your Policy Schedule. For example, in the event your claim was accepted, if your excess is $800 and the estimated cost to repair the vehicle is $2,250: you would pay the $800 excess to the repairer your insurer would pay the repairer $1,450 (being the cost of repairs of $2,250 less the $800 excess). The difference in the repairs is only paid up to the applicable policy limits. Generally speaking, the higher the excess you nominate for your car insurance policy, the lower your premium.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
When do you pay excess on car insurance?,"You only pay the excess on your car insurance if you make a claim that is accepted by your insurer. You generally pay the excess to the authorised repairer, as the excess is your contribution to the cost of your repairs. For example, if your excess is $800 and the estimated cost to repair the vehicle is $2,250: you would pay the $800 excess to the repairer your insurer would pay the repairer $1,450 (being the cost of repairs of $2,250 less the $800 excess). The difference in the repairs is only paid up to the applicable policy limits. You may not need to pay an excess if your insurer consider you not at fault for the accident, and you can provide the name and residential address of the person who is at fault.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
What happens in a car accident without insurance?,"The person who is at fault in a car accident is generally required to cover the other person's costs – including repairs, towing fees and replacement hire car costs. If the person at fault doesn't have car insurance, they typically need to pay the other person's costs out of their own pocket. If you can't come to an agreement with the other person about who was at fault, or what payment is required to cover costs, you may need to seek legal advice. It's worth noting that every registered car must be covered by Compulsory Third Party (CTP) Insurance. However, CTP Insurance only covers your liability, or the liability of anyone else who drives your vehicle, for injuries caused to others in a motor vehicle accident. It doesn't cover losses associated with or the cost of damage to your or anyone else's car or property.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
How do I make a car insurance claim?,"If you have an ANZ Car Insurance policy and you’ve been in an accident, you should contact the insurer, CGU to lodge a claim as soon as possible. CGU can give you immediate assistance with your claim 24 hours a day, 7 days a week. CGU: can arrange towing for your vehicle after an incident (comprehensive only); may need to inspect your vehicle and arrange quotations from any repairer or supplier; and may ask you to substantiate your claim by providing us with proof of ownership of your vehicle and any other items you claim for under this policy. For example, CGU may request a copy of your vehicle registration documents as proof of ownership. For more information on how to claim car insurance please visit our claims page.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
What happens when your car is written off by an insurance company?,"When you make a car insurance claim, your insurer will request quotes for the necessary repairs from one or more authorised repairers. If the repair costs come close to, or even outweigh, the insured value of the car, your insurer may decide to 'write off' your car instead of authorising the repairs. When a car is written off, its details are entered in the Written-Off Vehicle Register (provided it's less than 15 years old and weighs less than 4.5 tonnes). The insurer will then provide the owner with a payout or a replacement car, depending on your insurance policy. This may be a car of the same model, or the market or agreed value, depending on your level of cover. ANZ offers new vehicle replacement as standard on our Comprehensive Car Insurance, meaning that if your new vehicle is written off within the first 3 years of registration, you will be provided with a new vehicle of the same make, model, engine size and paint type, if available in Australia.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
What do agreed value and market value mean?,"When you commence a car insurance policy that covers your vehicle (e.g. Comprehensive or Third Party Fire and Theft) you can typically choose between 'agreed value' or 'market value'. This will determine how your payout is calculated if your car is written off or stolen. What is agreed value car insurance? If your car insurance covers you for 'agreed value', you'll generally be covered for an amount that you and your insurer agree to insure your car for – regardless of the age or market value of your car at the time of the insurance claim. The benefit is you know exactly what you're what you're covered for if your car is written off or stolen after an insured event. What is market value car insurance? If your policy is 'market value', your insurer will generally cover the reasonable replacement cost based on what your car's worth 'in the market'. This value is determined by your insurer at the time of claim by comparing your car to the market value of cars that are the same make, model, age, mileage and overall condition as yours.",anz,https://www.anz.com.au/personal/insurance/car-insurance/
Will my car insurance rates rise after a claim?,"Your car insurance premiums may increase after a claim, depending on your insurer and your situation. If you’re the at-fault party, it’s likely your premiums will increase. So, if you were to make multiple claims in a period, your insurer will see you as a greater risk to insure, which may result in higher premiums.Even if you’re not at fault, it is possible your premiums could increase. As such, it’s important you compare car insurance policies to find a level of cover that suits your driving history, budget and needs.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
How do I report a car accident to my insurer?,"If you’re involved in an accident, the very first thing to do is call 000 for emergency services if there are injuries or public safety concerns. This is a legal requirement if anyone’s life is in danger. After this has been done, you can inform your insurer of the incident.Your insurer may ask you for your policy number and further details of your accident. You may choose to do this over the phone or, depending on your insurer, you can go online to begin your claims process.Be sure to provide as much information to your insurer as possible, including:The details of any other person involved in the accident. These include their name, licence number and contact detailsIf applicable, the details of the other driver’s car or property (e.g. their registration number and their car’s make, model and colour);The other driver’s insurance detailsAny witnesses’ contact details (they may be able to help substantiate your claim)A detailed account of the accident, including the date, time and nature of the damage. If you can, provide any photographic evidence and police reports to your insurer as well.Don’t forget to take photos of your vehicle and the other vehicle to present as evidence of damage to your provider when you claim.If the police attended the scene and documented your accident, your insurer will also use this to substantiate your claim (please record any police report details taken while the police were in attendance).Your insurer may also require a vehicle inspection to determine the damage. Throughout the claims process, your insurer will take care of communication between the other driver and their insurer if needed.Depending on your insurer, you may be able to track the progress of your claim online. If they require more information, they’ll contact you.After you claim on your policy, you may notice an increase in your premiums. If this does happen, compare car insurance to ensure you’re paying for a great-value policy.For more information, read up on what to do after a car accident for tips on how you can effectively manage an incident and gather any required information.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
How do car insurance claims work?,"If you’re involved in an accident and a vehicle (either your own or someone else’s) sustains damage covered by your policy, you can make a car insurance claim immediately. Depending on your insurer, this can be done online or over the phone. Even if the accident wasn’t your fault, it’s important you still contact your insurer so they can deal with the other person’s insurance provider.When making a claim, you’re electing for your insurer to cover damages and losses. Your insurer will review your claim with the information and evidence you provide to support it. If your insurer accepts your claim, they’ll organise the repair or replacement of affected vehicles or property; this is known as the benefit or payout.To ensure you’re covered, it’s vital you’re honest with your insurer about your claims history or any modifications or damage your car may have. If you aren’t transparent with your insurer when signing up for your policy, there’s a chance your cover could be invalid or your claim rejected.When you’re at fault in an accident, you may be required to pay an excess. This is an amount you agree to pay in a claim when you take out or renew your policy.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
How long should a car insurance claim take?,"It may only take a short time to initiate a claim with your insurer over the phone or online. However, the length of time it takes for your claim to be finalised depends on its circumstances.Your insurer will contact the other driver or their insurance company to gather more information to substantiate your claim. They will consider evidence from both parties, as well as any police reports to help determine who was at fault. On top of this, your insurer may request a vehicle inspection to ascertain the level of damage sustained from the crash.If either party were injured during the accident, your Compulsory Third Party insurer might also need to undertake medical examinations as well.Due to the extent of the damage and the communication with the other party, it’s difficult to say how quickly your claim will be fully processed. If all parties cooperate and communicate effectively, it could be a matter of days. If there’s any uncertainty or extra investigation required, it could take much longer.Once your claim is finalised, your insurer will take the appropriate action that suits your policy.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
What does comprehensive car insurance cover?,"Comprehensive car insurance can provide cover for a range of scenarios and is the most extensive level of protection. It covers damages to both your car and others if you’re involved in an accident, regardless of who’s at fault. It will also insure your car against things like theft, storm and hail damage, vandalism and other things that befall your vehicle.While comprehensive insurance provides a wide level of protection for vehicles and property, it doesn’t cover your liability an accident occurs with your vehicle where another person is injured or killed. Only Compulsory Third Party (CTP; also known as Green Slip) insurance covers these scenarios and is a mandatory level of protection every registered vehicle in Australia must have.To learn more about comprehensive car insurance, read more about the different types of car insurance available in Australia.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Is it worth getting comprehensive car insurance?,"We think it’s worth taking out comprehensive car insurance, provided you can afford it. After all, you’ve spent thousands of dollars on your car – why not protect that investment?Whether you need a comprehensive policy will ultimately depend on your individual needs and budget. Keep in mind that comprehensive car insurance provides a top level of protection for your car; not only does it cover you for damage to your vehicle as well as damage to another person’s car and property, but it also covers the cost to replace your vehicle if it’s stolen or damaged or destroyed in a fire.Let’s say your car is left out the front of a friend’s house one afternoon after calling in for a visit and a storm hits and hail damages the exterior of your car. This could amount to several thousands of dollars’ worth of damage to be repaired. Could you handle such an out-of-pocket expense? This is where having a comprehensive insurance policy could save the day.To learn more about how car insurance could protect you in a range of scenarios, take a look at comprehensive car insurance.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
I have comprehensive car insurance. Do I need CTP?,"Yes, every car on Australian roads must have Compulsory Third Party (CTP) insurance on their vehicle, otherwise known as Green Slip cover in New South Wales. In most states and territories, the cost of this cover is included in your annual registration fees, whereas in others, you can choose your CTP provider and take out insurance alongside your registration.CTP insurance covers death or injuries caused by the registered vehicle.Other policies, such as comprehensive cover, for example, are designed to cover the other things that CTP insurance doesn’t, like the repair or replacement costs of your car and a third party’s vehicle and property.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I buy six-month car insurance?,"Car insurance policies are typically 12-month agreements. However, if you only require car insurance for six months, you can always cancel your policy early. Be aware that you may attract a cancellation fee, so it’s best to be upfront with any insurer of your requirements before taking out a policy.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I pay my car insurance with a credit card?,"This depends on your insurer, but you can typically pay for your car insurance with a credit card. Be sure to contact your insurer to find out if this is a suitable payment method before taking out a policy or paying your premiums.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I insure a car that has been written off?,"When a car is written off, it's entered into your state or territory’s written-off vehicle register. Once this happens, it’s typically difficult to get your car back on the road again. If your vehicle is deemed a statutory write-off (the car is too damaged to be repaired to road safety standards), you won’t be able to re-register and re-insure the vehicle at all, and its Vehicle Identification Number (VIN) will be recorded as a statutory write-off.If your vehicle is classified as a repairable write-off, however, you may be able to apply to your state or territory authority to re-register the vehicle if it’s repaired and passes both an authorised safety inspection and an inspection for written-off vehicles. You may then be able to re-insure it.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I get car insurance with a suspended licence?,"Yes, some insurers will still offer car insurance if you have a suspended license – however, this doesn’t mean you’ll be covered if you drive with a suspended licence. If you’re not allowed to drive for any reason and you still take to the road, you’ll be in breach of your policy terms and will not be covered if you make a claim.A license suspension may also drive up your excess or premiums, since a suspension or other driving disqualifications may indicate to your insurer that you’re a risky driver. You could still be able to get car insurance, but it will likely be more expensive as a result of your suspension.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Are older cars more expensive to insure?,"There are a variety of factors that can affect the cost of your car insurance premiums. Along with the make, model and condition of your vehicle (as well as your claims history), your insurer also considers your car's age when you take out a policy. If your car is older and its parts are more difficult to source, it is likely your vehicle will be more expensive to insure.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I get car insurance on the same day?,"Your car insurance is typically effective from the day you take out your policy, or whichever date you choose for your policy to start. However, your cover may be delayed if your insurer requires a vehicle inspection before you can take out your policy.Additionally, in some circumstances and some locations, insurers may place a restriction (or embargo) on new policies if they deem it necessary. For example, you may not have cover for storm or flood damage during a certain period of time if these events are forecasted or are happening in the area your car is in. These exceptional circumstances, however, are outlined on your Certificate of Insurance and Product Disclosure Statement (PDS), so make sure you read this when you take out your policy.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I insure a car I don’t own?,"Insurance is typically taken out by the owner of a car, so that there’s cover if the car is involved in an accident. You can also insure a car you don’t own if you have insurable interest in the vehicle – that is, if the car were damaged or stolen, you would suffer a financial loss. However, if you are driving a car insured in a friend’s name while they are away for any length of time, you may find that your insurer will void any claim you make in the event of an insured event.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Does my credit rating affect my car insurance?,It is not common practice for insurers to factor in your credit score when you take out car insurance.,comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
How can I compare car insurance?,"We make comparing car insurance easy with our online comparison tool. You just need to enter your car’s registration number into the journey so we can pre-fill some question fields (like your car’s make, model and age). We may ask for further details like the state/territory in which you reside and how you use your car.You’ll also need to choose the level of cover you’re looking to take out: comprehensive cover, Third Party Fire and Theft or Third Party Property Damage). After you complete the question fields, you’re presented with a range of car insurance policies, where you can decide on which has the features and benefits that suit your budget and needs.Keep an eye out for certain questions, like:Any motor insurance claims you may have made in the last few yearsYour driving historyWhere you park your car (lockable garage or street-side).If you fail to disclose past claims or mislead your insurer in any way, your cover could be cancelled or future claims may be denied. At the very least, your excess payments and premiums could increase significantly.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can you buy a car without insurance?,"Yes, you can purchase a car without insuring it with either of the third-party insurance products or comprehensive cover. However, your car will need Compulsory Third Party (CTP) insurance (or Green Slip cover in New South Wales) before you can drive it at all. CTP insurance provides a minimum level of protection to cover your legal liability if a third party is injured or killed in an accident, and it’s mandatory across Australia.How you get CTP insurance will depend on which state or territory you register it in; for example, in Queensland, it’s included in your registration fees.As CTP insurance doesn’t cover the damage costs to your car or property as well as other drivers’ cars and property, it’s important you consider an additional level of cover. Try our online comparison tool to find out which type of car insurance suits your needs and budget.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
What do car insurance companies check when you take out their insurance?,"When taking out a car insurance policy, each insurer has their own set of questions they’ll ask to determine their risk in insuring you. They’ll typically require the following information:Your vehicle’s model, make and ageYour registration detailsAny anti-theft devices fitted to your carAny aftermarket modifications/fittingsHail or accident damageYour driving historyYour claims historyThe address of where your car is parked and whether it’s garaged or parked on the street.It’s vital that you’re transparent when applying for a policy. If you aren’t and you need to make a claim in the future, you could be knocked back by your insurer. As always, make sure you read and understand your policy’s Product Disclosure Statement (PDS), including the information your insurer requires, before you take out a policy.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Do I have to pay for my car insurance up front?,"If you decide to pay for your car insurance premiums annually, you will be required to pay for the full year upfront. This payment method may be cheaper for you in the long run, as you may dodge administration fees that are often added to direct debit monthly payments.For monthly payments, you will pay the first instalment within a couple of days of commencement, if not immediately.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I insure a hail-damaged car?,"Yes, you may be able to insure a hail-damaged car, but you are required to inform your insurer of this before taking out cover; otherwise, your cover may be void or future claims may be knocked back. You also won’t be covered for the existing hail damage to your car.You may also be limited in your choices for policies. For instance, insurance companies may be reluctant to provide comprehensive cover for a hail-damaged car or may offer cover at an increased rate compared to other, undamaged cars.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Does car insurance include GST?,"Yes, car insurance premiums include GST (Goods and Services Tax). You can see this amount outlined on your Certificate of Insurance.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can I get car insurance without a driver’s licence?,"You can generally take out car insurance without a driver’s licence; however, you won’t be covered if you drive the car. However, you may still want to take out cover to protect your car against vandalism, fire or theft.You may also want to insure your vehicle if another driver regularly uses your car. In this case, you should list this driver on your policy, as you may have to pay an unlisted driver excess in the event of a claim if you don’t.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
How can I insure a company car?,"When taking out insurance for a company car, it’s important you flag it as ‘private and business use’ or ‘business use’ on the policy. Using your car for business reasons typically means you’ll be travelling on the road more often compared to a car that’s used for private use and commuting to work. As such, your premiums may be slightly more expensive given your greater claims risk.When comparing car insurance with our comparison tool, we’ll also ask you other questions insurers need to know, like if your car will be used for:Ferrying passengers for paymentProviding paid driving instructionMaking deliveries or ridesharing servicesHiring your car out to other people.If you answer ‘yes’ to any of these questions, you may need to seek out specifically designed cover for business use, as standard consumer insurance may not provide protection for these activities.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
How many drivers can be insured for a car?,"The number of drivers you can have listed on your car insurance policy depends on your insurance provider, so it’s best to contact them directly to find out if they have a limit.It’s important to note that drivers who use your car regularly should be listed on your insurance policy. If an unlisted driver is involved in an accident with your car, you could be hit with an unlisted driver excess on top of the standard excess. Your insurer could even refuse your claim.Additional drivers on your policy may attract a higher premium, especially if they’re under the age of 25 or are inexperienced. This can also impact the excess you’re required to pay if they’re found at-fault in an accident.If your vehicle is used for business purposes and any number of employees drive it, you may want to consider a specialised business car insurance policy.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Who should I complain to about car insurance companies?,"If you believe your insurer has not fulfilled their obligation to you, as outlined in your policy’s Certificate of Insurance and Product Disclosure Statement (PDS), you can lodge a dispute with your insurance provider. Beyond that, you have a right to escalate it through an independent governing body.In the first instance, it’s vital you contact your insurer to settle the issue. If you can’t come to an agreement with your insurer, you can contact the Australian Financial Complaints Authority (AFCA), an impartial, independent organisation that offers free dispute resolution services to customers having troubles with their insurer.Most reputable insurance companies are members of AFCA, and many are required by law to be members. It’s helpful to keep written records about your dispute for AFCA to settle issues between you and the insurer.AFCA cannot assist with Compulsory Third Party (CTP)/Green Slip disputes. You must contact your state authority instead.If you believe your claim was unfairly denied, here’s a guide on how to dispute a car insurance claim.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
What happens if I let my car insurance lapse?,"If you let your car insurance policy lapse, you may not be covered in the event of a claim. If the claim occurred during the period of insurance, you can still lodge a claim even if the policy has expired.Whether you have Third Party Property and Damage, Third Party Fire and Theft or comprehensive car insurance, you will not be covered for any claims or incidents that occur after your car insurance has expired. This means you’ll be vulnerable to major out-of-pocket costs if you were to damage your car or another person’s vehicle (or property) in an accident.Your insurance provider will send you a notice prior to your policy expiring, informing you if they will offer a new term of insurance and the conditions of that offer. There is absolutely no obligation for an insurer to hold cover after the policy expires.However, if your car is still registered, Compulsory Third Party (CTP) insurance or Green Slip cover will remain in place, which covers your legal liability if your vehicle is responsible for injury or death in an accident. This cover is mandatory for all cars on Australian roads, and as such, you will not be able to drive on the road until you re-register your vehicle.When taking out car insurance again, it’s important that you choose a policy that meets your needs and budget. You can use our helpful comparison tool to view policies side-by-side and compare their features, benefits, and limitations, as well as any discounts that may apply to you.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
Can car insurers refuse to pay?,"Car insurers can refuse to pay a claim if you don’t meet your policy conditions as outlined in your Product Disclosure Statement (PDS). Insurers can also refuse payment if you were misleading when you first took out a policy (e.g. you failed to disclose that your car is parked on the street at night, rather than a garage), or if you were driving under the influence of drugs or alcohol.Your claim may also be refused if:You didn’t pay your car insurance premiumsYou modified your car and didn’t tell your insurerYou didn’t properly maintain your car and it’s no longer roadworthyYou restricted drivers to a certain age (e.g. 25 or over) but an age-restricted driver drove your car and caused an accident.For the full list of reasons why you may be refused a claim, it’s vital you talk to your insurer and carefully read your PDS.",comparethemarket,https://www.comparethemarket.com.au/car-insurance/resources/
